15:22:04   28.05.2013              Programm Climap                 MeteoSchweiz
Zeitangaben in UTC 0040 (UTC)  =  01:40 Uhr Winterzeit  =  02:40 Uhr Sommerzeit
Auswahlperiode: 01.01.1998 00:00  -  31.12.2012 23:50 UTC 32767 -> Keine Angabe
Anzahl Stationen  1
    32	Payerne                  490 m.?.M.	562150/ 184855
Anzahl Parameter  3
   211  Lufttemperatur 2 m über Boden; Tagesmittel  [°C]
   224  Globalstrahlung; Tagesmittel  [W/m²]
   237  Niederschlag; Kalendertag  [mm]

  STA JAHR MO TG HH MM   211   224   237
   32 2001 10 13  0  0  12.2    82   0.1 
   32 2001 10 14  0  0  12.7    91   0.2 
   32 2001 10 15  0  0  14.7   123   0.0 
   32 2001 10 16  0  0  14.6   124   0.0 
   32 2001 10 17  0  0  13.6    97   0.0 
   32 2001 10 18  0  0  13.9    57   0.0 
   32 2001 10 19  0  0  13.0    84   0.0 
   32 2001 10 20  0  0  11.7    38   0.0 
   32 2001 10 21  0  0  13.0    91   4.1 
   32 2001 10 22  0  0  12.0   124   0.1 
   32 2001 10 23  0  0  10.5    55   1.8 
   32 2001 10 24  0  0  12.3    92   4.9 
   32 2001 10 25  0  0  11.1    47   2.6 
   32 2001 10 26  0  0   9.3    86   0.1 
   32 2001 10 27  0  0   9.9    92   0.0 
   32 2001 10 28  0  0  10.8   100   0.0 
   32 2001 10 29  0  0  10.5    92   0.0 
   32 2001 10 30  0  0  11.1   105   0.0 
   32 2001 10 31  0  0  11.6   100   8.0 
   32 2001 11  1  0  0   7.4   100   0.0 
   32 2001 11  2  0  0   6.6   106   0.0 
   32 2001 11  3  0  0   4.6    95   0.0 
   32 2001 11  4  0  0   4.1    38   0.0 
   32 2001 11  5  0  0   6.7    51   0.1 
   32 2001 11  6  0  0   7.4    76   0.0 
   32 2001 11  7  0  0   8.9    42   3.5 
   32 2001 11  8  0  0   7.9    26  10.4 
   32 2001 11  9  0  0   1.9    60   0.2 
   32 2001 11 10  0  0   0.7    53   0.0 
   32 2001 11 11  0  0  -0.2    26   0.0 
   32 2001 11 12  0  0   1.1    36   0.0 
   32 2001 11 13  0  0   2.0    19   3.7 
   32 2001 11 14  0  0   1.0    61   0.5 
   32 2001 11 15  0  0  -0.5    35   0.0 
   32 2001 11 16  0  0  -0.3    20   0.0 
   32 2001 11 17  0  0  -0.2    25   0.0 
   32 2001 11 18  0  0   0.5    23   0.0 
   32 2001 11 19  0  0  -0.1    12   0.0 
   32 2001 11 20  0  0   0.8    33   0.0 
   32 2001 11 21  0  0   1.0    34   0.0 
   32 2001 11 22  0  0   2.4    47   2.4 
   32 2001 11 23  0  0   1.1    38   0.3 
   32 2001 11 24  0  0   0.9    42   0.0 
   32 2001 11 25  0  0   4.0    38   0.4 
   32 2001 11 26  0  0   5.9    22   0.0 
   32 2001 11 27  0  0   4.8    18   4.9 
   32 2001 11 28  0  0   2.7    18   0.2 
   32 2001 11 29  0  0   3.2    64   0.1 
   32 2001 11 30  0  0   6.9    10  14.7 
   32 2001 12  1  0  0   8.4    38   2.1 
   32 2001 12  2  0  0   8.3    15   0.0 
   32 2001 12  3  0  0   7.9    32   0.0 
   32 2001 12  4  0  0   8.1    14   0.7 
   32 2001 12  5  0  0   8.2    22   0.2 
   32 2001 12  6  0  0   7.4    38   0.7 
   32 2001 12  7  0  0   3.2    61   0.0 
   32 2001 12  8  0  0   2.1    23   0.0 
   32 2001 12  9  0  0  -0.5    18   0.0 
   32 2001 12 10  0  0  -0.7    17   0.0 
   32 2001 12 11  0  0   0.2    48   0.0 
   32 2001 12 12  0  0   1.7    11   0.0 
   32 2001 12 13  0  0  -0.8    60   0.1 
   32 2001 12 14  0  0 -10.2    59   0.0 
   32 2001 12 15  0  0  -9.3    34   0.0 
   32 2001 12 16  0  0  -5.0    51   0.0 
   32 2001 12 17  0  0  -3.6    60   0.0 
   32 2001 12 18  0  0  -4.1    25   0.0 
   32 2001 12 19  0  0  -3.6    24   0.0 
   32 2001 12 20  0  0  -2.7    53   0.0 
   32 2001 12 21  0  0  -3.5    57   0.0 
   32 2001 12 22  0  0   0.2    15   0.1 
   32 2001 12 23  0  0  -3.5    49   0.0 
   32 2001 12 24  0  0  -5.8    64   0.0 
   32 2001 12 25  0  0   0.7    28   0.4 
   32 2001 12 26  0  0   0.4    26   0.7 
   32 2001 12 27  0  0  -1.6    57   0.2 
   32 2001 12 28  0  0   3.8    21   1.8 
   32 2001 12 29  0  0   6.2    12   7.3 
   32 2001 12 30  0  0   0.6    57   2.5 
   32 2001 12 31  0  0  -2.7    58   0.0 
   32 2002  1  1  0  0  -5.2    67   0.0 
   32 2002  1  2  0  0  -6.0    68   0.0 
   32 2002  1  3  0  0  -6.7    65   0.0 
   32 2002  1  4  0  0  -4.6    34   0.0 
   32 2002  1  5  0  0  -5.6    39   0.0 
   32 2002  1  6  0  0  -4.8    15   0.0 
   32 2002  1  7  0  0  -3.6    22   0.0 
   32 2002  1  8  0  0  -3.8    35   0.0 
   32 2002  1  9  0  0  -4.0    24   0.0 
   32 2002  1 10  0  0  -3.7    28   0.0 
   32 2002  1 11  0  0  -3.4    33   0.0 
   32 2002  1 12  0  0  -0.7    59   0.0 
   32 2002  1 13  0  0  -2.6    26   0.0 
   32 2002  1 14  0  0  -3.4    14   0.0 
   32 2002  1 15  0  0  -2.7    22   0.0 
   32 2002  1 16  0  0  -0.6    18   0.9 
   32 2002  1 17  0  0   0.3    25   0.0 
   32 2002  1 18  0  0  -0.4    52   0.0 
   32 2002  1 19  0  0   0.0    31   0.0 
   32 2002  1 20  0  0   4.4    64   0.0 
   32 2002  1 21  0  0   4.7    77   0.0 
   32 2002  1 22  0  0   3.7    18   0.0 
   32 2002  1 23  0  0   2.3    30   2.4 
   32 2002  1 24  0  0   5.5    34  12.0 
   32 2002  1 25  0  0   5.8    68   0.0 
   32 2002  1 26  0  0   8.0    76   3.4 
   32 2002  1 27  0  0   9.1    19  10.5 
   32 2002  1 28  0  0   9.2    44   0.0 
   32 2002  1 29  0  0   4.0    64   0.0 
   32 2002  1 30  0  0   2.8    77   0.0 
   32 2002  1 31  0  0   7.1    57   0.0 
   32 2002  2  1  0  0   7.6    68   0.0 
   32 2002  2  2  0  0   4.4    90   0.0 
   32 2002  2  3  0  0   5.6    91   0.0 
   32 2002  2  4  0  0   7.8    82   3.0 
   32 2002  2  5  0  0   9.0    42   0.1 
   32 2002  2  6  0  0   4.9    19  10.0 
   32 2002  2  7  0  0   3.9    59   0.1 
   32 2002  2  8  0  0   4.9    37   2.5 
   32 2002  2  9  0  0   8.3    55   0.7 
   32 2002  2 10  0  0   6.5    40   3.6 
   32 2002  2 11  0  0   8.4    87   0.0 
   32 2002  2 12  0  0   9.5    74   0.0 
   32 2002  2 13  0  0  10.3    94   0.0 
   32 2002  2 14  0  0   6.4    41   0.0 
   32 2002  2 15  0  0   2.7    22   0.0 
   32 2002  2 16  0  0   2.5    55   0.0 
   32 2002  2 17  0  0   1.7   109   0.0 
   32 2002  2 18  0  0   2.8   106   0.0 
   32 2002  2 19  0  0   3.7    73   0.0 
   32 2002  2 20  0  0   4.7    23   8.9 
   32 2002  2 21  0  0   0.9    66   3.6 
   32 2002  2 22  0  0  -0.1    54   1.4 
   32 2002  2 23  0  0   5.9    38   1.9 
   32 2002  2 24  0  0   3.4    68   1.7 
   32 2002  2 25  0  0   5.7    61   1.1 
   32 2002  2 26  0  0   8.5    49   1.2 
   32 2002  2 27  0  0   8.9    29  10.1 
   32 2002  2 28  0  0   6.6   113   0.4 
   32 2002  3  1  0  0   3.5    46  28.4 
   32 2002  3  2  0  0   1.7    73   9.4 
   32 2002  3  3  0  0   2.9   111   1.5 
   32 2002  3  4  0  0   1.9   146   0.0 
   32 2002  3  5  0  0   2.7    94   0.0 
   32 2002  3  6  0  0   6.3   133   0.0 
   32 2002  3  7  0  0   7.9   105   0.0 
   32 2002  3  8  0  0   8.6   161   0.0 
   32 2002  3  9  0  0   7.9   128   0.0 
   32 2002  3 10  0  0   7.0   177   0.0 
   32 2002  3 11  0  0   7.3   167   0.0 
   32 2002  3 12  0  0   9.6   154   0.0 
   32 2002  3 13  0  0  10.4   165   0.0 
   32 2002  3 14  0  0   7.7    50   0.0 
   32 2002  3 15  0  0   6.5    93   0.0 
   32 2002  3 16  0  0   7.6   128   0.0 
   32 2002  3 17  0  0   9.3   156   0.0 
   32 2002  3 18  0  0  10.1   136   1.5 
   32 2002  3 19  0  0  11.5    34  12.0 
   32 2002  3 20  0  0  13.0    81   0.0 
   32 2002  3 21  0  0  13.2   157   6.8 
   32 2002  3 22  0  0   9.8    73   2.3 
   32 2002  3 23  0  0   5.6   192   0.8 
   32 2002  3 24  0  0   2.8   186   0.0 
   32 2002  3 25  0  0   2.2   202   0.0 
   32 2002  3 26  0  0   3.0   218   0.0 
   32 2002  3 27  0  0   3.4   210   0.0 
   32 2002  3 28  0  0   4.3   206   0.0 
   32 2002  3 29  0  0   6.0   212   0.0 
   32 2002  3 30  0  0   4.9    49   0.0 
   32 2002  3 31  0  0   6.9   206   0.0 
   32 2002  4  1  0  0   8.2   215   0.0 
   32 2002  4  2  0  0   9.8   213   0.0 
   32 2002  4  3  0  0  10.2   216   0.0 
   32 2002  4  4  0  0  10.1   224   0.0 
   32 2002  4  5  0  0   9.2   224   0.0 
   32 2002  4  6  0  0   6.8   208   0.0 
   32 2002  4  7  0  0   5.1   121   2.9 
   32 2002  4  8  0  0   6.9    68   0.4 
   32 2002  4  9  0  0   7.9   234   0.0 
   32 2002  4 10  0  0   7.1   181   0.0 
   32 2002  4 11  0  0   8.9   196   0.0 
   32 2002  4 12  0  0  10.0   140   0.2 
   32 2002  4 13  0  0   8.3    29  10.5 
   32 2002  4 14  0  0   5.1    40   5.6 
   32 2002  4 15  0  0   4.2   206   0.0 
   32 2002  4 16  0  0   5.0   186   0.6 
   32 2002  4 17  0  0   7.5   203   0.0 
   32 2002  4 18  0  0   8.2   230   0.0 
   32 2002  4 19  0  0   8.8   222   0.0 
   32 2002  4 20  0  0   7.7   210   0.0 
   32 2002  4 21  0  0   8.8   198   0.0 
   32 2002  4 22  0  0  10.6   250   0.0 
   32 2002  4 23  0  0  12.6   262   0.0 
   32 2002  4 24  0  0  12.1   144   0.0 
   32 2002  4 25  0  0  14.5   260   0.0 
   32 2002  4 26  0  0  12.3   106   5.8 
   32 2002  4 27  0  0   9.3   260   0.3 
   32 2002  4 28  0  0  10.5   194   0.0 
   32 2002  4 29  0  0  10.5   122   0.8 
   32 2002  4 30  0  0  13.0   293   0.0 
   32 2002  5  1  0  0  10.6    42  26.6 
   32 2002  5  2  0  0   7.7    50  27.5 
   32 2002  5  3  0  0   6.8    39  21.1 
   32 2002  5  4  0  0   5.8    35  12.0 
   32 2002  5  5  0  0   6.8   102   0.0 
   32 2002  5  6  0  0   8.6   278   0.0 
   32 2002  5  7  0  0  11.4   277   0.0 
   32 2002  5  8  0  0  12.2   117   0.0 
   32 2002  5  9  0  0  12.2    90   5.2 
   32 2002  5 10  0  0  12.2   238   0.1 
   32 2002  5 11  0  0  12.1    96  21.5 
   32 2002  5 12  0  0  11.7   109  13.5 
   32 2002  5 13  0  0  12.8   300   0.1 
   32 2002  5 14  0  0  15.7   319   0.7 
   32 2002  5 15  0  0  14.2   311   0.0 
   32 2002  5 16  0  0  17.2   315   0.0 
   32 2002  5 17  0  0  19.1   290   0.0 
   32 2002  5 18  0  0  14.3    48  22.6 
   32 2002  5 19  0  0  13.0   151   0.0 
   32 2002  5 20  0  0  13.9   294   0.0 
   32 2002  5 21  0  0  17.1   314   0.0 
   32 2002  5 22  0  0  15.6   121   0.0 
   32 2002  5 23  0  0  11.2    48  15.4 
   32 2002  5 24  0  0  13.6   281   0.0 
   32 2002  5 25  0  0  11.5    98   6.0 
   32 2002  5 26  0  0  11.9   249   0.0 
   32 2002  5 27  0  0  10.1    92  15.6 
   32 2002  5 28  0  0  11.9   218   0.1 
   32 2002  5 29  0  0  12.3   118   0.9 
   32 2002  5 30  0  0  14.3   332   0.0 
   32 2002  5 31  0  0  16.2   334   0.0 
   32 2002  6  1  0  0  16.9   314   0.0 
   32 2002  6  2  0  0  18.4   311   0.0 
   32 2002  6  3  0  0  15.8   116   2.5 
   32 2002  6  4  0  0  16.9   178   2.9 
   32 2002  6  5  0  0  15.8   126   3.0 
   32 2002  6  6  0  0  15.3   244   6.4 
   32 2002  6  7  0  0  13.9   138   0.1 
   32 2002  6  8  0  0  13.4   105   2.6 
   32 2002  6  9  0  0  14.4   156   6.9 
   32 2002  6 10  0  0  13.0   180   0.1 
   32 2002  6 11  0  0  14.1   281   0.0 
   32 2002  6 12  0  0  17.3   328   0.0 
   32 2002  6 13  0  0  21.3   322   0.0 
   32 2002  6 14  0  0  21.3   328   0.0 
   32 2002  6 15  0  0  23.3   289   0.0 
   32 2002  6 16  0  0  23.0   237   0.0 
   32 2002  6 17  0  0  23.6   310   0.0 
   32 2002  6 18  0  0  25.2   311   0.0 
   32 2002  6 19  0  0  24.6   310   0.0 
   32 2002  6 20  0  0  24.0   264   1.6 
   32 2002  6 21  0  0  23.4   278   0.0 
   32 2002  6 22  0  0  24.2   306   0.0 
   32 2002  6 23  0  0  25.2   298   0.0 
   32 2002  6 24  0  0  20.4   148   8.9 
   32 2002  6 25  0  0  19.3   309   0.0 
   32 2002  6 26  0  0  19.5   331   0.0 
   32 2002  6 27  0  0  20.8   233  12.8 
   32 2002  6 28  0  0  16.5   196   9.0 
   32 2002  6 29  0  0  15.1   340   0.0 
   32 2002  6 30  0  0  16.6   309   0.0 
   32 2002  7  1  0  0  20.0   324   0.0 
   32 2002  7  2  0  0  18.4   133   0.0 
   32 2002  7  3  0  0  16.9   133   2.6 
   32 2002  7  4  0  0  15.0   257   1.3 
   32 2002  7  5  0  0  16.5   323   0.0 
   32 2002  7  6  0  0  15.7   100  31.0 
   32 2002  7  7  0  0  18.4   322   0.0 
   32 2002  7  8  0  0  20.8   304   0.0 
   32 2002  7  9  0  0  21.0   252   3.7 
   32 2002  7 10  0  0  16.0    78   2.6 
   32 2002  7 11  0  0  17.1   316   0.0 
   32 2002  7 12  0  0  19.3   315   0.0 
   32 2002  7 13  0  0  15.9   128   8.2 
   32 2002  7 14  0  0  17.5   184   0.0 
   32 2002  7 15  0  0  18.3   113  14.3 
   32 2002  7 16  0  0  18.5   207  10.3 
   32 2002  7 17  0  0  16.4    42  16.0 
   32 2002  7 18  0  0  18.0   246   0.0 
   32 2002  7 19  0  0  18.0   311   0.0 
   32 2002  7 20  0  0  20.4   307   0.0 
   32 2002  7 21  0  0  18.8   124   6.8 
   32 2002  7 22  0  0  18.6   319   0.0 
   32 2002  7 23  0  0  19.1   314   0.0 
   32 2002  7 24  0  0  18.6   173   0.0 
   32 2002  7 25  0  0  17.7   186   0.0 
   32 2002  7 26  0  0  17.5   161   0.0 
   32 2002  7 27  0  0  19.7   302   0.0 
   32 2002  7 28  0  0  21.9   295   0.0 
   32 2002  7 29  0  0  23.1   296   0.0 
   32 2002  7 30  0  0  21.5   250   2.1 
   32 2002  7 31  0  0  18.2    92   8.5 
   32 2002  8  1  0  0  16.1   148   5.5 
   32 2002  8  2  0  0  16.5   244   0.0 
   32 2002  8  3  0  0  16.6   105  17.5 
   32 2002  8  4  0  0  16.3    95   7.6 
   32 2002  8  5  0  0  17.3   259   0.0 
   32 2002  8  6  0  0  16.0   122  10.4 
   32 2002  8  7  0  0  16.0    88   0.9 
   32 2002  8  8  0  0  16.8   247   0.0 
   32 2002  8  9  0  0  15.2    63   4.5 
   32 2002  8 10  0  0  12.7    49  12.6 
   32 2002  8 11  0  0  13.0    30   5.4 
   32 2002  8 12  0  0  15.8   158   0.0 
   32 2002  8 13  0  0  17.0   273   0.0 
   32 2002  8 14  0  0  17.7   278   0.0 
   32 2002  8 15  0  0  18.3   273   0.0 
   32 2002  8 16  0  0  19.0   272   0.0 
   32 2002  8 17  0  0  19.1   271   0.0 
   32 2002  8 18  0  0  19.8   257   0.0 
   32 2002  8 19  0  0  21.0   242   0.0 
   32 2002  8 20  0  0  19.9   128   0.0 
   32 2002  8 21  0  0  17.8   184   0.0 
   32 2002  8 22  0  0  17.0   258   0.0 
   32 2002  8 23  0  0  18.3   217   0.0 
   32 2002  8 24  0  0  19.7   202   0.0 
   32 2002  8 25  0  0  19.6   185   3.2 
   32 2002  8 26  0  0  18.6   116   0.8 
   32 2002  8 27  0  0  17.5   126   0.4 
   32 2002  8 28  0  0  18.8   233   0.5 
   32 2002  8 29  0  0  18.8   183   0.0 
   32 2002  8 30  0  0  19.1   193   0.0 
   32 2002  8 31  0  0  18.4   125   1.8 
   32 2002  9  1  0  0  16.2    49   1.3 
   32 2002  9  2  0  0  15.7    98   0.0 
   32 2002  9  3  0  0  16.1    84   5.1 
   32 2002  9  4  0  0  16.5   180   0.4 
   32 2002  9  5  0  0  15.7   143   3.1 
   32 2002  9  6  0  0  17.4   183   0.0 
   32 2002  9  7  0  0  17.0   196  10.0 
   32 2002  9  8  0  0  17.5   215   0.1 
   32 2002  9  9  0  0  16.4    82   2.0 
   32 2002  9 10  0  0  15.2   157   0.3 
   32 2002  9 11  0  0  13.0   196   0.0 
   32 2002  9 12  0  0  14.3    74   0.0 
   32 2002  9 13  0  0  13.0   126   0.0 
   32 2002  9 14  0  0  12.3   214   0.0 
   32 2002  9 15  0  0  12.8   207   0.0 
   32 2002  9 16  0  0  12.0   212   0.0 
   32 2002  9 17  0  0  13.1   195   0.0 
   32 2002  9 18  0  0  15.6   186   0.0 
   32 2002  9 19  0  0  17.1    58   1.4 
   32 2002  9 20  0  0  17.8   155   0.0 
   32 2002  9 21  0  0  15.4    81   3.4 
   32 2002  9 22  0  0  13.0    73   2.7 
   32 2002  9 23  0  0   8.8    80   7.2 
   32 2002  9 24  0  0   6.3    46   6.2 
   32 2002  9 25  0  0   5.2    42   0.1 
   32 2002  9 26  0  0   8.0    79   9.8 
   32 2002  9 27  0  0  10.0   152   0.1 
   32 2002  9 28  0  0   9.1   168   0.0 
   32 2002  9 29  0  0   7.1   153   0.0 
   32 2002  9 30  0  0   9.1   179   0.0 
   32 2002 10  1  0  0   9.8   132   0.0 
   32 2002 10  2  0  0  11.3   134   0.0 
   32 2002 10  3  0  0  11.9   145   0.0 
   32 2002 10  4  0  0  12.3    70   1.5 
   32 2002 10  5  0  0  10.8   138   0.0 
   32 2002 10  6  0  0  10.0    33   4.5 
   32 2002 10  7  0  0  10.0   142   0.1 
   32 2002 10  8  0  0   6.8    78   0.0 
   32 2002 10  9  0  0   8.7    83   0.0 
   32 2002 10 10  0  0   8.7    37   0.5 
   32 2002 10 11  0  0  10.1    55   2.5 
   32 2002 10 12  0  0  11.5   109   1.2 
   32 2002 10 13  0  0  10.2   139   4.1 
   32 2002 10 14  0  0  11.7    19   8.9 
   32 2002 10 15  0  0  13.5    63   1.8 
   32 2002 10 16  0  0  15.5   120   9.7 
   32 2002 10 17  0  0   9.8    18  30.7 
   32 2002 10 18  0  0   7.3    52   7.1 
   32 2002 10 19  0  0   6.4    73  10.3 
   32 2002 10 20  0  0   5.8   114   0.0 
   32 2002 10 21  0  0   9.3    24  29.1 
   32 2002 10 22  0  0  12.4   108   6.3 
   32 2002 10 23  0  0  10.9    51   4.1 
   32 2002 10 24  0  0   8.6    93   2.8 
   32 2002 10 25  0  0  11.9    46   8.1 
   32 2002 10 26  0  0  12.5   103   0.0 
   32 2002 10 27  0  0  12.2    75   0.2 
   32 2002 10 28  0  0   7.7   124   0.0 
   32 2002 10 29  0  0   5.3   112   0.0 
   32 2002 10 30  0  0   9.3   107   0.0 
   32 2002 10 31  0  0   9.5   104   0.0 
   32 2002 11  1  0  0   9.1    70   0.0 
   32 2002 11  2  0  0  11.3    12  16.0 
   32 2002 11  3  0  0  11.7    19  10.5 
   32 2002 11  4  0  0   7.2    37  12.7 
   32 2002 11  5  0  0   6.0    45   2.3 
   32 2002 11  6  0  0   3.4    54   0.0 
   32 2002 11  7  0  0   4.1    17   4.3 
   32 2002 11  8  0  0   4.2    88   0.8 
   32 2002 11  9  0  0   6.2    23   6.5 
   32 2002 11 10  0  0   7.3    20   3.3 
   32 2002 11 11  0  0   9.9    28   9.3 
   32 2002 11 12  0  0   5.4    72   0.0 
   32 2002 11 13  0  0   6.0    43   4.1 
   32 2002 11 14  0  0   5.0    13  23.4 
   32 2002 11 15  0  0   6.5    29   8.3 
   32 2002 11 16  0  0   7.4     7  15.4 
   32 2002 11 17  0  0   7.2    72   0.0 
   32 2002 11 18  0  0   5.5    20   3.1 
   32 2002 11 19  0  0   6.6    42   0.1 
   32 2002 11 20  0  0   4.6    52   0.0 
   32 2002 11 21  0  0   3.6    20   2.1 
   32 2002 11 22  0  0   5.5    52   7.5 
   32 2002 11 23  0  0   3.2    39   9.7 
   32 2002 11 24  0  0   6.1    23  14.1 
   32 2002 11 25  0  0   6.6    21   3.0 
   32 2002 11 26  0  0   7.1    25   4.5 
   32 2002 11 27  0  0   7.3    22   0.0 
   32 2002 11 28  0  0   7.9    17   9.7 
   32 2002 11 29  0  0   7.2    44   3.3 
   32 2002 11 30  0  0   5.4    34   0.7 
   32 2002 12  1  0  0   2.6    36   1.3 
   32 2002 12  2  0  0   4.7    35   4.8 
   32 2002 12  3  0  0   2.8    25   3.2 
   32 2002 12  4  0  0   1.2    17   0.0 
   32 2002 12  5  0  0   2.9    14   0.0 
   32 2002 12  6  0  0   4.0    12   0.1 
   32 2002 12  7  0  0   2.5    12   0.0 
   32 2002 12  8  0  0   1.9    10   0.0 
   32 2002 12  9  0  0   0.2    15   0.1 
   32 2002 12 10  0  0  -1.5    10   0.0 
   32 2002 12 11  0  0  -1.4    12   0.0 
   32 2002 12 12  0  0  -0.2    22   0.0 
   32 2002 12 13  0  0   1.6    14   0.0 
   32 2002 12 14  0  0   0.4    13   0.1 
   32 2002 12 15  0  0   4.8    42   5.8 
   32 2002 12 16  0  0   6.7    17  13.6 
   32 2002 12 17  0  0   6.6    16  10.7 
   32 2002 12 18  0  0   3.4    27   0.1 
   32 2002 12 19  0  0   1.8    43   0.0 
   32 2002 12 20  0  0   3.1    31   1.3 
   32 2002 12 21  0  0   5.8    22   4.3 
   32 2002 12 22  0  0   7.1    14   3.3 
   32 2002 12 23  0  0   9.4    35   0.7 
   32 2002 12 24  0  0   6.3    21   0.0 
   32 2002 12 25  0  0   5.8    16   0.5 
   32 2002 12 26  0  0   6.4    21   1.8 
   32 2002 12 27  0  0   3.6    25   0.0 
   32 2002 12 28  0  0   6.4    14   2.8 
   32 2002 12 29  0  0   6.7    17   0.9 
   32 2002 12 30  0  0  10.1    17   0.9 
   32 2002 12 31  0  0   7.5    31   2.0 
   32 2003  1  1  0  0   7.3    54   0.8 
   32 2003  1  2  0  0  10.9    12   9.7 
   32 2003  1  3  0  0   8.1    28   1.2 
   32 2003  1  4  0  0   5.1    18   3.5 
   32 2003  1  5  0  0  -2.5    47   0.0 
   32 2003  1  6  0  0  -2.6    20   0.0 
   32 2003  1  7  0  0  -3.5    54   0.0 
   32 2003  1  8  0  0  -4.8    34   0.0 
   32 2003  1  9  0  0  -5.3    22   0.0 
   32 2003  1 10  0  0  -6.2    15   0.0 
   32 2003  1 11  0  0  -5.4    24   0.0 
   32 2003  1 12  0  0  -6.7    55   0.0 
   32 2003  1 13  0  0  -5.4    52   0.0 
   32 2003  1 14  0  0  -0.7    28   0.1 
   32 2003  1 15  0  0   0.1    43   0.0 
   32 2003  1 16  0  0   0.6    42   0.0 
   32 2003  1 17  0  0  -0.3    49   0.0 
   32 2003  1 18  0  0   0.4    46   0.0 
   32 2003  1 19  0  0   1.5    39   0.0 
   32 2003  1 20  0  0   1.2    26   0.0 
   32 2003  1 21  0  0   1.3    14  13.4 
   32 2003  1 22  0  0   4.1    38   3.8 
   32 2003  1 23  0  0   3.3    30   2.5 
   32 2003  1 24  0  0   2.8    36   0.8 
   32 2003  1 25  0  0   1.1    39   0.0 
   32 2003  1 26  0  0   1.5    44   0.1 
   32 2003  1 27  0  0   2.9    18   0.0 
   32 2003  1 28  0  0   5.2    41   0.4 
   32 2003  1 29  0  0   1.0    30   3.2 
   32 2003  1 30  0  0  -0.4    42   0.8 
   32 2003  1 31  0  0  -4.4    64   0.0 
   32 2003  2  1  0  0  -7.3    99   0.0 
   32 2003  2  2  0  0   0.1    66   0.4 
   32 2003  2  3  0  0   3.7    18   7.6 
   32 2003  2  4  0  0   0.8    47   3.1 
   32 2003  2  5  0  0  -1.1    46   1.1 
   32 2003  2  6  0  0  -1.5    45   0.0 
   32 2003  2  7  0  0  -2.9    78   0.0 
   32 2003  2  8  0  0   0.1   103   0.0 
   32 2003  2  9  0  0   0.4    32   0.0 
   32 2003  2 10  0  0   1.4    39   0.0 
   32 2003  2 11  0  0   0.5    23   0.0 
   32 2003  2 12  0  0  -2.1    28   0.0 
   32 2003  2 13  0  0  -3.0    45   0.0 
   32 2003  2 14  0  0  -3.7    34   0.0 
   32 2003  2 15  0  0  -3.9    35   0.0 
   32 2003  2 16  0  0  -3.6    58   0.0 
   32 2003  2 17  0  0  -3.9    55   0.0 
   32 2003  2 18  0  0  -4.6   112   0.0 
   32 2003  2 19  0  0  -7.2    58   0.0 
   32 2003  2 20  0  0  -4.7    94   0.0 
   32 2003  2 21  0  0  -1.8   129   0.0 
   32 2003  2 22  0  0  -0.5   129   0.0 
   32 2003  2 23  0  0   0.4   132   0.0 
   32 2003  2 24  0  0   0.5   137   0.0 
   32 2003  2 25  0  0   0.9   112   0.0 
   32 2003  2 26  0  0   4.1   118   0.0 
   32 2003  2 27  0  0   3.3    97   0.0 
   32 2003  2 28  0  0   5.0   132   0.0 
   32 2003  3  1  0  0   7.7   117   1.7 
   32 2003  3  2  0  0   6.1    54   7.7 
   32 2003  3  3  0  0   4.8   134   0.0 
   32 2003  3  4  0  0   4.0   154   0.0 
   32 2003  3  5  0  0   6.6   153   0.0 
   32 2003  3  6  0  0   5.2    23   2.7 
   32 2003  3  7  0  0   3.9   152   0.0 
   32 2003  3  8  0  0   5.8   126   0.0 
   32 2003  3  9  0  0   6.2   159   0.0 
   32 2003  3 10  0  0   7.7   178   0.0 
   32 2003  3 11  0  0  11.6   149   0.0 
   32 2003  3 12  0  0  10.9    90   0.5 
   32 2003  3 13  0  0   6.2   162   0.0 
   32 2003  3 14  0  0   3.6   192   0.0 
   32 2003  3 15  0  0   2.8   172   0.0 
   32 2003  3 16  0  0   3.3   177   0.0 
   32 2003  3 17  0  0   4.3   190   0.0 
   32 2003  3 18  0  0   6.0   193   0.0 
   32 2003  3 19  0  0   5.5   192   0.0 
   32 2003  3 20  0  0   6.8   202   0.0 
   32 2003  3 21  0  0   6.3   162   0.0 
   32 2003  3 22  0  0   5.8   188   0.0 
   32 2003  3 23  0  0   6.7   197   0.0 
   32 2003  3 24  0  0   8.4   196   0.0 
   32 2003  3 25  0  0   8.8   199   0.0 
   32 2003  3 26  0  0   9.0   203   0.0 
   32 2003  3 27  0  0  10.6   176   0.0 
   32 2003  3 28  0  0  11.8   103   0.0 
   32 2003  3 29  0  0  12.7   179   0.0 
   32 2003  3 30  0  0  11.5   203  28.5 
   32 2003  3 31  0  0  10.7   151   0.8 
   32 2003  4  1  0  0  11.4   210   0.0 
   32 2003  4  2  0  0   5.8    86   7.1 
   32 2003  4  3  0  0   4.1    82   0.0 
   32 2003  4  4  0  0   4.4   208   0.0 
   32 2003  4  5  0  0   7.7   244   0.0 
   32 2003  4  6  0  0   6.6   174   0.0 
   32 2003  4  7  0  0   0.9   198   0.0 
   32 2003  4  8  0  0   2.1   241   0.0 
   32 2003  4  9  0  0   3.2    58   0.8 
   32 2003  4 10  0  0   2.6    93  12.1 
