15:22:04   28.05.2013              Programm Climap                 MeteoSchweiz
Zeitangaben in UTC 0040 (UTC)  =  01:40 Uhr Winterzeit  =  02:40 Uhr Sommerzeit
Auswahlperiode: 01.01.1998 00:00  -  31.12.2012 23:50 UTC 32767 -> Keine Angabe
Anzahl Stationen  1
    32	Payerne                  490 m.?.M.	562150/ 184855
Anzahl Parameter  3
   211  Lufttemperatur 2 m über Boden; Tagesmittel  [°C]
   224  Globalstrahlung; Tagesmittel  [W/m²]
   237  Niederschlag; Kalendertag  [mm]

  STA JAHR MO TG HH MM   211   224   237
   32 2005  9 16  0  0  16.5   139  10.5 
   32 2005  9 17  0  0   9.8    95  10.3 
   32 2005  9 18  0  0   9.4    41   0.0 
   32 2005  9 19  0  0   9.6    59   0.0 
   32 2005  9 20  0  0  10.7    91   0.0 
   32 2005  9 21  0  0  10.5   174   0.0 
   32 2005  9 22  0  0  11.2   182   0.0 
   32 2005  9 23  0  0  13.2   161   0.0 
   32 2005  9 24  0  0  14.2   175   0.0 
   32 2005  9 25  0  0  14.4   145   4.8 
   32 2005  9 26  0  0  15.7   133   3.4 
   32 2005  9 27  0  0  15.4    84   0.0 
   32 2005  9 28  0  0  16.2   126   0.0 
   32 2005  9 29  0  0  13.1    60   1.9 
   32 2005  9 30  0  0  10.2   137   0.0 
   32 2005 10  1  0  0  10.6    32  16.1 
   32 2005 10  2  0  0   9.4    75   4.4 
   32 2005 10  3  0  0   8.6    22  17.3 
   32 2005 10  4  0  0  11.1   133   0.7 
   32 2005 10  5  0  0  10.9   133   0.0 
   32 2005 10  6  0  0  11.1   118   0.0 
   32 2005 10  7  0  0  10.7    82   0.0 
   32 2005 10  8  0  0  10.5   140   0.0 
   32 2005 10  9  0  0  10.8   146   0.0 
   32 2005 10 10  0  0  10.6   129   0.0 
   32 2005 10 11  0  0  11.5   104   0.0 
   32 2005 10 12  0  0  10.9   106   0.0 
   32 2005 10 13  0  0  11.2   125   0.0 
   32 2005 10 14  0  0   9.8    94   0.0 
   32 2005 10 15  0  0   7.7    79   0.0 
   32 2005 10 16  0  0   8.8    76   0.1 
   32 2005 10 17  0  0   8.4    19   0.0 
   32 2005 10 18  0  0   8.0    33   0.9 
   32 2005 10 19  0  0  10.0    50   4.0 
   32 2005 10 20  0  0  12.3    83   0.0 
   32 2005 10 21  0  0  13.0    79   1.7 
   32 2005 10 22  0  0  14.6    99   4.6 
   32 2005 10 23  0  0  12.1    42  27.9 
   32 2005 10 24  0  0   9.9   102   0.0 
   32 2005 10 25  0  0  12.8    82   0.0 
   32 2005 10 26  0  0  13.2   108   0.0 
   32 2005 10 27  0  0  10.6   112   0.0 
   32 2005 10 28  0  0   9.7   102   0.0 
   32 2005 10 29  0  0  10.2    97   0.0 
   32 2005 10 30  0  0   9.6    94   0.0 
   32 2005 10 31  0  0  10.1    79   0.0 
   32 2005 11  1  0  0  12.4    69   2.4 
   32 2005 11  2  0  0   9.7    63   0.0 
   32 2005 11  3  0  0  11.4    96   0.1 
   32 2005 11  4  0  0  12.0    57  12.7 
   32 2005 11  5  0  0   8.7    47   4.3 
   32 2005 11  6  0  0   5.4   101   0.0 
   32 2005 11  7  0  0   6.3    63   0.0 
   32 2005 11  8  0  0   5.0    47   0.0 
   32 2005 11  9  0  0   5.8    36   0.0 
   32 2005 11 10  0  0   8.2    62   0.0 
   32 2005 11 11  0  0   7.9    79   0.0 
   32 2005 11 12  0  0   5.0    48   0.0 
   32 2005 11 13  0  0   4.7    43   0.0 
   32 2005 11 14  0  0   4.4    10   0.0 
   32 2005 11 15  0  0   5.2    66   0.0 
   32 2005 11 16  0  0   8.2    23   0.0 
   32 2005 11 17  0  0   3.1    82   0.0 
   32 2005 11 18  0  0   0.7    85   0.0 
   32 2005 11 19  0  0  -0.1    84   0.0 
   32 2005 11 20  0  0  -2.0    81   0.0 
   32 2005 11 21  0  0  -0.3    72   0.0 
   32 2005 11 22  0  0   0.2    76   0.0 
   32 2005 11 23  0  0  -0.4    68   0.0 
   32 2005 11 24  0  0  -3.0    62   0.2 
   32 2005 11 25  0  0  -0.3    62   3.9 
   32 2005 11 26  0  0  -3.7    75   0.0 
   32 2005 11 27  0  0  -3.3    49   0.0 
   32 2005 11 28  0  0   0.6    34   2.4 
   32 2005 11 29  0  0   0.6    33   2.9 
   32 2005 11 30  0  0   0.7    36   0.0 
   32 2005 12  1  0  0  -1.9    71   0.0 
   32 2005 12  2  0  0  -3.2    30   8.5 
   32 2005 12  3  0  0   3.4    50   0.4 
   32 2005 12  4  0  0   6.1    29   3.4 
   32 2005 12  5  0  0   5.1    50   0.0 
   32 2005 12  6  0  0   2.6    41   0.0 
   32 2005 12  7  0  0   2.8    31   0.3 
   32 2005 12  8  0  0   2.0    28   3.0 
   32 2005 12  9  0  0   1.4    28   7.2 
   32 2005 12 10  0  0   0.8    29   0.0 
   32 2005 12 11  0  0  -1.2    52   0.0 
   32 2005 12 12  0  0  -2.6    53   0.0 
   32 2005 12 13  0  0   0.6    59   0.0 
   32 2005 12 14  0  0   0.2    11   0.0 
   32 2005 12 15  0  0  -1.1    60   0.0 
   32 2005 12 16  0  0   2.3     9   4.4 
   32 2005 12 17  0  0   1.1    28   0.2 
   32 2005 12 18  0  0  -1.6    47   0.0 
   32 2005 12 19  0  0  -2.6    29   0.6 
   32 2005 12 20  0  0  -2.2    17   0.0 
   32 2005 12 21  0  0  -2.7    10   0.0 
   32 2005 12 22  0  0  -2.4    30   0.0 
   32 2005 12 23  0  0  -1.6    51   0.0 
   32 2005 12 24  0  0  -0.6    15   0.0 
   32 2005 12 25  0  0   0.0    20   0.0 
   32 2005 12 26  0  0  -1.7    18   0.0 
   32 2005 12 27  0  0  -4.1    33   0.3 
   32 2005 12 28  0  0  -6.3    49   0.0 
   32 2005 12 29  0  0  -5.7    51   0.1 
   32 2005 12 30  0  0  -7.9    43  11.1 
   32 2005 12 31  0  0   4.5    38  13.6 
   32 2006  1  1  0  0   3.6    56   1.7 
   32 2006  1  2  0  0   1.5    19   1.6 
   32 2006  1  3  0  0   1.1    58   0.0 
   32 2006  1  4  0  0  -0.3    33   0.0 
   32 2006  1  5  0  0  -1.9    58   0.0 
   32 2006  1  6  0  0  -4.3    26   0.0 
   32 2006  1  7  0  0  -3.6    32   0.0 
   32 2006  1  8  0  0  -3.9    19   0.0 
   32 2006  1  9  0  0  -3.3    22   0.0 
   32 2006  1 10  0  0  -3.5    23   0.0 
   32 2006  1 11  0  0  -4.0    52   0.0 
   32 2006  1 12  0  0  -3.9    49   0.0 
   32 2006  1 13  0  0  -5.2    29   0.0 
   32 2006  1 14  0  0  -5.3    23   0.0 
   32 2006  1 15  0  0  -5.4    36   0.0 
   32 2006  1 16  0  0  -5.0    33   1.7 
   32 2006  1 17  0  0   2.2    25   6.1 
   32 2006  1 18  0  0   4.4    21   0.6 
   32 2006  1 19  0  0   0.8    37   0.0 
   32 2006  1 20  0  0   2.6    54   0.0 
   32 2006  1 21  0  0   4.2    64   0.0 
   32 2006  1 22  0  0   1.6    77   0.0 
   32 2006  1 23  0  0  -2.1    82   0.0 
   32 2006  1 24  0  0  -4.3    58   0.0 
   32 2006  1 25  0  0  -1.6    62   0.0 
   32 2006  1 26  0  0  -0.6    54   0.0 
   32 2006  1 27  0  0  -2.8    38   0.0 
   32 2006  1 28  0  0  -2.3    46   0.0 
   32 2006  1 29  0  0  -1.8    47   0.0 
   32 2006  1 30  0  0  -1.8    78   0.0 
   32 2006  1 31  0  0  -1.8    81   0.0 
   32 2006  2  1  0  0  -3.9    38   0.0 
   32 2006  2  2  0  0  -4.7    29   0.0 
   32 2006  2  3  0  0  -4.0    19   0.0 
   32 2006  2  4  0  0  -4.3    17   0.0 
   32 2006  2  5  0  0  -4.4    28   0.0 
   32 2006  2  6  0  0  -0.6    99   0.0 
   32 2006  2  7  0  0   0.9    29   0.0 
   32 2006  2  8  0  0   1.7    21   0.0 
   32 2006  2  9  0  0   1.3    62   0.3 
   32 2006  2 10  0  0  -0.9    96   0.0 
   32 2006  2 11  0  0  -1.4   104   0.0 
   32 2006  2 12  0  0  -3.4    87   0.0 
   32 2006  2 13  0  0  -2.4    72   0.0 
   32 2006  2 14  0  0   1.5    75   0.0 
   32 2006  2 15  0  0   3.9    16   6.0 
   32 2006  2 16  0  0   7.0    48  13.1 
   32 2006  2 17  0  0   3.9    44   5.7 
   32 2006  2 18  0  0   4.6    63   8.9 
   32 2006  2 19  0  0   1.8    78   3.4 
   32 2006  2 20  0  0   3.6    95   1.4 
   32 2006  2 21  0  0   2.8   126   0.0 
   32 2006  2 22  0  0   1.5    58   0.0 
   32 2006  2 23  0  0   1.9    40   0.0 
   32 2006  2 24  0  0   0.6    33   0.0 
   32 2006  2 25  0  0   0.9    59   0.0 
   32 2006  2 26  0  0   0.0    43   0.0 
   32 2006  2 27  0  0  -1.9   134   0.0 
   32 2006  2 28  0  0  -2.0    62   0.2 
   32 2006  3  1  0  0  -1.2   137   0.1 
   32 2006  3  2  0  0  -2.8    90   1.5 
   32 2006  3  3  0  0   4.6    86   4.6 
   32 2006  3  4  0  0   5.6    44  19.7 
   32 2006  3  5  0  0  -1.8   135   6.3 
   32 2006  3  6  0  0  -1.6   128   0.3 
   32 2006  3  7  0  0  -1.3   167   0.6 
   32 2006  3  8  0  0   1.8    57   9.4 
   32 2006  3  9  0  0   8.5   110   3.0 
   32 2006  3 10  0  0   3.5    91   3.7 
   32 2006  3 11  0  0   1.7    56   2.3 
   32 2006  3 12  0  0  -3.3   127   0.0 
   32 2006  3 13  0  0  -3.9   153   0.0 
   32 2006  3 14  0  0  -2.0   181   0.0 
   32 2006  3 15  0  0  -0.7   176   0.0 
   32 2006  3 16  0  0   0.1   158   0.0 
   32 2006  3 17  0  0   0.8   144   0.0 
   32 2006  3 18  0  0  -0.4   102   0.0 
   32 2006  3 19  0  0   3.0   178   0.0 
   32 2006  3 20  0  0   5.5   117   0.0 
   32 2006  3 21  0  0   6.4    44   7.2 
   32 2006  3 22  0  0   7.5   123   1.0 
   32 2006  3 23  0  0   7.1    89   1.2 
   32 2006  3 24  0  0   6.8    74   7.0 
   32 2006  3 25  0  0  11.1   154   0.0 
   32 2006  3 26  0  0  14.5   195   0.0 
   32 2006  3 27  0  0  14.6   126  11.4 
   32 2006  3 28  0  0   7.1    38  32.1 
   32 2006  3 29  0  0   7.2   162   2.6 
   32 2006  3 30  0  0   7.8    53  18.2 
   32 2006  3 31  0  0  12.2   181   4.7 
   32 2006  4  1  0  0   9.4   119   0.0 
   32 2006  4  2  0  0   9.8   108   1.3 
   32 2006  4  3  0  0   8.2   186   0.5 
   32 2006  4  4  0  0   7.3   233   0.8 
   32 2006  4  5  0  0   2.1    20  38.1 
   32 2006  4  6  0  0   2.2   202   0.0 
   32 2006  4  7  0  0   4.4   241   0.0 
   32 2006  4  8  0  0   9.0   241   0.0 
   32 2006  4  9  0  0   7.1    23  31.3 
   32 2006  4 10  0  0   2.7    33  39.8 
   32 2006  4 11  0  0   3.5   158   0.2 
   32 2006  4 12  0  0   4.5    84   1.2 
   32 2006  4 13  0  0   6.9    62   0.0 
   32 2006  4 14  0  0  11.9   228   0.0 
   32 2006  4 15  0  0   8.8    53   7.9 
   32 2006  4 16  0  0  10.9   129   3.8 
   32 2006  4 17  0  0   9.7   210   0.1 
   32 2006  4 18  0  0  10.9   203   0.0 
   32 2006  4 19  0  0  10.1   251   0.0 
   32 2006  4 20  0  0  11.4   258   0.0 
   32 2006  4 21  0  0  12.8   266   0.0 
   32 2006  4 22  0  0  13.9   237   0.0 
   32 2006  4 23  0  0  14.2   206   4.6 
   32 2006  4 24  0  0  13.3   256   8.4 
   32 2006  4 25  0  0  13.3   148   0.1 
   32 2006  4 26  0  0  12.1   130  13.3 
   32 2006  4 27  0  0  12.2   158   1.2 
   32 2006  4 28  0  0  10.8    53   0.4 
   32 2006  4 29  0  0   7.8   170   0.0 
   32 2006  4 30  0  0   6.4   282   0.0 
   32 2006  5  1  0  0   8.9   199   0.0 
   32 2006  5  2  0  0  13.8   261   0.0 
   32 2006  5  3  0  0  15.4   270   0.0 
   32 2006  5  4  0  0  16.5   279   0.0 
   32 2006  5  5  0  0  14.0   116   8.3 
   32 2006  5  6  0  0  13.4   100   2.3 
   32 2006  5  7  0  0  13.1   155   1.5 
   32 2006  5  8  0  0  11.6    64  29.2 
   32 2006  5  9  0  0   7.7    77   7.2 
   32 2006  5 10  0  0   8.1    81   1.2 
   32 2006  5 11  0  0  11.6   205   0.0 
   32 2006  5 12  0  0  13.6   245   1.3 
   32 2006  5 13  0  0  14.1   181   6.3 
   32 2006  5 14  0  0  14.4   306   0.0 
   32 2006  5 15  0  0  16.0   222   0.0 
   32 2006  5 16  0  0  15.8   124   2.8 
   32 2006  5 17  0  0  18.5   199   0.0 
   32 2006  5 18  0  0  15.3    48  20.0 
   32 2006  5 19  0  0  13.6   245   0.2 
   32 2006  5 20  0  0  13.2   147   0.3 
   32 2006  5 21  0  0  15.0   230   0.1 
   32 2006  5 22  0  0  13.0   135   9.6 
   32 2006  5 23  0  0  12.7   286   0.1 
   32 2006  5 24  0  0  11.8   309   0.0 
   32 2006  5 25  0  0  13.1   159   0.0 
   32 2006  5 26  0  0  17.0   254   0.0 
   32 2006  5 27  0  0  17.9   167   0.3 
   32 2006  5 28  0  0  17.3   140   1.3 
   32 2006  5 29  0  0  11.9    95  13.9 
   32 2006  5 30  0  0   7.5   228   2.5 
   32 2006  5 31  0  0   7.2   207   1.9 
   32 2006  6  1  0  0   7.6   138   0.8 
   32 2006  6  2  0  0   7.8   227   0.1 
   32 2006  6  3  0  0  11.4   335   0.0 
   32 2006  6  4  0  0  13.6   278   0.0 
   32 2006  6  5  0  0  13.4   311   0.0 
   32 2006  6  6  0  0  14.2   322   0.0 
   32 2006  6  7  0  0  13.4   323   0.0 
   32 2006  6  8  0  0  14.5   338   0.0 
   32 2006  6  9  0  0  15.6   332   0.0 
   32 2006  6 10  0  0  17.2   321   0.0 
   32 2006  6 11  0  0  18.4   337   0.0 
   32 2006  6 12  0  0  19.0   323   0.0 
   32 2006  6 13  0  0  20.6   317   0.0 
   32 2006  6 14  0  0  21.6   316   0.0 
   32 2006  6 15  0  0  22.4   309   0.0 
   32 2006  6 16  0  0  20.8   200   0.2 
   32 2006  6 17  0  0  21.3   224   0.4 
   32 2006  6 18  0  0  19.3   261   0.1 
   32 2006  6 19  0  0  19.9   227  11.2 
   32 2006  6 20  0  0  21.8   221   0.0 
   32 2006  6 21  0  0  22.6   288   0.0 
   32 2006  6 22  0  0  18.9    90   0.0 
   32 2006  6 23  0  0  20.1   317   0.0 
   32 2006  6 24  0  0  20.6   280   1.9 
   32 2006  6 25  0  0  20.3   226  13.5 
   32 2006  6 26  0  0  20.1   292   0.1 
   32 2006  6 27  0  0  20.4   233   6.7 
   32 2006  6 28  0  0  20.3   268   0.5 
   32 2006  6 29  0  0  20.7   289   0.0 
   32 2006  6 30  0  0  20.6   327   0.0 
   32 2006  7  1  0  0  20.6   327   0.0 
   32 2006  7  2  0  0  20.7   321   0.0 
   32 2006  7  3  0  0  22.4   313   0.0 
   32 2006  7  4  0  0  23.2   237   0.0 
   32 2006  7  5  0  0  21.8   248  16.3 
   32 2006  7  6  0  0  18.2   138   0.1 
   32 2006  7  7  0  0  18.2   176   0.0 
   32 2006  7  8  0  0  19.8   308   0.0 
   32 2006  7  9  0  0  20.0   169   0.0 
   32 2006  7 10  0  0  22.0   325   0.0 
   32 2006  7 11  0  0  24.0   304   0.0 
   32 2006  7 12  0  0  23.7   249   0.0 
   32 2006  7 13  0  0  22.0   258   0.0 
   32 2006  7 14  0  0  22.8   298   0.0 
   32 2006  7 15  0  0  22.6   246   0.0 
   32 2006  7 16  0  0  22.2   311   0.0 
   32 2006  7 17  0  0  22.0   312   0.0 
   32 2006  7 18  0  0  22.5   267   0.0 
   32 2006  7 19  0  0  24.5   298   0.0 
   32 2006  7 20  0  0  25.8   265   0.0 
   32 2006  7 21  0  0  25.3   294   0.0 
   32 2006  7 22  0  0  24.5   255   0.0 
   32 2006  7 23  0  0  24.0   282   0.0 
   32 2006  7 24  0  0  24.9   298   0.0 
   32 2006  7 25  0  0  25.9   283   0.0 
   32 2006  7 26  0  0  23.6   177   0.0 
   32 2006  7 27  0  0  24.2   277   0.0 
   32 2006  7 28  0  0  21.7   185   0.0 
   32 2006  7 29  0  0  20.7   234   0.0 
   32 2006  7 30  0  0  22.3   257   0.0 
   32 2006  7 31  0  0  21.0   112   0.0 
   32 2006  8  1  0  0  19.5   119   0.0 
   32 2006  8  2  0  0  18.8   229   4.7 
   32 2006  8  3  0  0  14.0   111  21.2 
   32 2006  8  4  0  0  14.2   107   6.8 
   32 2006  8  5  0  0  15.6   112   7.0 
   32 2006  8  6  0  0  14.6   114   3.7 
   32 2006  8  7  0  0  16.1   177   0.1 
   32 2006  8  8  0  0  17.8   283   0.0 
   32 2006  8  9  0  0  17.8   246   0.0 
   32 2006  8 10  0  0  16.7   141   0.0 
   32 2006  8 11  0  0  13.4    31  20.6 
   32 2006  8 12  0  0  12.2   133  21.4 
   32 2006  8 13  0  0  11.7    60  10.5 
   32 2006  8 14  0  0  13.2    80   0.5 
   32 2006  8 15  0  0  15.8   261   1.6 
   32 2006  8 16  0  0  17.3   180  22.7 
   32 2006  8 17  0  0  18.6   194   0.5 
   32 2006  8 18  0  0  18.5   274  25.0 
   32 2006  8 19  0  0  16.9   136   1.1 
   32 2006  8 20  0  0  17.3   143   0.3 
   32 2006  8 21  0  0  17.3   231   0.0 
   32 2006  8 22  0  0  17.4   193   0.8 
   32 2006  8 23  0  0  17.0   261   0.0 
   32 2006  8 24  0  0  15.1    90   1.0 
   32 2006  8 25  0  0  14.6   195   0.0 
   32 2006  8 26  0  0  13.9   144   6.4 
   32 2006  8 27  0  0  15.2   118   0.3 
   32 2006  8 28  0  0  13.7    46  11.7 
   32 2006  8 29  0  0  12.0    80   4.7 
   32 2006  8 30  0  0  11.9   145   1.8 
   32 2006  8 31  0  0  12.8   252   0.0 
   32 2006  9  1  0  0  15.2   244   0.0 
   32 2006  9  2  0  0  17.3   120   0.0 
   32 2006  9  3  0  0  21.2   166   0.0 
   32 2006  9  4  0  0  21.7   227   0.0 
   32 2006  9  5  0  0  20.7   228   0.0 
   32 2006  9  6  0  0  18.2    97   0.0 
   32 2006  9  7  0  0  20.8   205   0.0 
   32 2006  9  8  0  0  16.9   207   0.0 
   32 2006  9  9  0  0  15.7   193   0.0 
   32 2006  9 10  0  0  17.6   134   0.0 
   32 2006  9 11  0  0  18.6   147   0.0 
   32 2006  9 12  0  0  17.5   134   0.0 
   32 2006  9 13  0  0  18.1   199   0.0 
   32 2006  9 14  0  0  17.0    55   0.0 
   32 2006  9 15  0  0  16.6    94   0.0 
   32 2006  9 16  0  0  16.3   147   0.0 
   32 2006  9 17  0  0  15.1    17  27.6 
   32 2006  9 18  0  0  15.1    70  12.7 
   32 2006  9 19  0  0  16.0   202   0.0 
   32 2006  9 20  0  0  14.9   203   0.0 
   32 2006  9 21  0  0  15.3   209   0.0 
   32 2006  9 22  0  0  16.6   188   0.0 
   32 2006  9 23  0  0  17.5   124   0.0 
   32 2006  9 24  0  0  18.1   110   0.1 
   32 2006  9 25  0  0  13.6    21  18.9 
   32 2006  9 26  0  0  13.6    99   3.8 
   32 2006  9 27  0  0  14.1   110   0.0 
   32 2006  9 28  0  0  13.9   146   0.0 
   32 2006  9 29  0  0  15.4   167   0.0 
   32 2006  9 30  0  0  16.6   133   3.7 
   32 2006 10  1  0  0  15.5    23  30.0 
   32 2006 10  2  0  0  17.6   111   0.7 
   32 2006 10  3  0  0  15.5    50  12.8 
   32 2006 10  4  0  0  10.7   129   1.2 
   32 2006 10  5  0  0  10.8   142   0.0 
   32 2006 10  6  0  0  12.8   140   0.0 
   32 2006 10  7  0  0  12.4   127   8.4 
   32 2006 10  8  0  0   9.2   171   0.0 
   32 2006 10  9  0  0  10.5   138   0.0 
   32 2006 10 10  0  0  11.4   132   0.0 
   32 2006 10 11  0  0  11.9   106   0.0 
   32 2006 10 12  0  0  12.7   146   0.0 
   32 2006 10 13  0  0  12.4    78   0.0 
   32 2006 10 14  0  0  13.2    75   0.0 
   32 2006 10 15  0  0  11.9    85   0.3 
   32 2006 10 16  0  0  10.3    24   0.0 
   32 2006 10 17  0  0  11.0   128   0.0 
   32 2006 10 18  0  0  10.1    76   0.0 
   32 2006 10 19  0  0  11.4    57   1.3 
   32 2006 10 20  0  0  13.5   113   0.2 
   32 2006 10 21  0  0  14.2   107   2.3 
   32 2006 10 22  0  0  13.0   123   0.2 
   32 2006 10 23  0  0  13.5    48  14.7 
   32 2006 10 24  0  0  14.0   105   6.0 
   32 2006 10 25  0  0  10.2   107   0.0 
   32 2006 10 26  0  0  10.4   105   0.0 
   32 2006 10 27  0  0  13.5   108   0.0 
   32 2006 10 28  0  0  14.0    92   0.0 
   32 2006 10 29  0  0  13.5    25   1.1 
   32 2006 10 30  0  0  10.9    76   0.1 
   32 2006 10 31  0  0  12.0    66   0.0 
   32 2006 11  1  0  0   8.4    46   0.0 
   32 2006 11  2  0  0   1.9   122   0.0 
   32 2006 11  3  0  0   1.2   119   0.0 
   32 2006 11  4  0  0   1.8   114   0.0 
   32 2006 11  5  0  0   1.6    97   0.0 
   32 2006 11  6  0  0   2.4    93   0.0 
   32 2006 11  7  0  0   4.4    99   0.0 
   32 2006 11  8  0  0   8.1    83   0.0 
   32 2006 11  9  0  0   9.8    28   0.8 
   32 2006 11 10  0  0   5.5    84   0.0 
   32 2006 11 11  0  0   7.4    31   0.5 
   32 2006 11 12  0  0   8.8    55   0.3 
   32 2006 11 13  0  0   7.3    38   1.3 
   32 2006 11 14  0  0  10.2    77   0.7 
   32 2006 11 15  0  0   6.5    35   0.3 
   32 2006 11 16  0  0   5.3    52   0.0 
   32 2006 11 17  0  0   9.5    22   2.7 
   32 2006 11 18  0  0   9.3    85   0.9 
   32 2006 11 19  0  0   5.3    35   9.3 
   32 2006 11 20  0  0   5.4    72   0.0 
   32 2006 11 21  0  0   7.0    22   7.1 
   32 2006 11 22  0  0   4.5    77   0.1 
   32 2006 11 23  0  0   8.4    40   0.0 
   32 2006 11 24  0  0   8.4    56   0.1 
   32 2006 11 25  0  0   8.0    60   0.0 
   32 2006 11 26  0  0   7.5    58   0.0 
   32 2006 11 27  0  0   4.8    38   0.0 
   32 2006 11 28  0  0   2.7    31   0.2 
   32 2006 11 29  0  0   6.9    16   8.6 
   32 2006 11 30  0  0   8.1    30   0.0 
   32 2006 12  1  0  0   5.4    60   0.0 
   32 2006 12  2  0  0   3.6    32   0.9 
   32 2006 12  3  0  0   8.4    61   1.8 
   32 2006 12  4  0  0  10.2    31   5.8 
   32 2006 12  5  0  0  11.2    50   0.5 
   32 2006 12  6  0  0   6.8     8  24.1 
   32 2006 12  7  0  0   4.9    49   0.8 
   32 2006 12  8  0  0   5.5    20  20.5 
   32 2006 12  9  0  0   3.8    12   6.1 
   32 2006 12 10  0  0   2.3    59   0.0 
   32 2006 12 11  0  0   1.1    50   0.0 
   32 2006 12 12  0  0   3.0    28   0.0 
   32 2006 12 13  0  0  -0.2    68   0.0 
   32 2006 12 14  0  0  -1.1    65   0.0 
   32 2006 12 15  0  0  -2.8    35   0.0 
   32 2006 12 16  0  0  -1.0    41   0.4 
   32 2006 12 17  0  0   4.6    24   1.9 
   32 2006 12 18  0  0   1.9    64   0.0 
   32 2006 12 19  0  0   1.0    19   0.0 
   32 2006 12 20  0  0  -0.9    28   0.0 
   32 2006 12 21  0  0  -0.2    66   0.0 
   32 2006 12 22  0  0   0.5    19   0.0 
   32 2006 12 23  0  0  -1.0    23   0.0 
   32 2006 12 24  0  0  -2.2    17   0.0 
   32 2006 12 25  0  0  -1.6    13   0.0 
   32 2006 12 26  0  0  -1.6    19   0.0 
   32 2006 12 27  0  0  -2.3    29   0.0 
   32 2006 12 28  0  0  -2.8    24   0.0 
   32 2006 12 29  0  0  -4.2    27   0.0 
   32 2006 12 30  0  0   0.6    41   0.1 
   32 2006 12 31  0  0   9.5    57   0.4 
   32 2007  1  1  0  0   8.2     8  21.7 
   32 2007  1  2  0  0   3.4    20   5.2 
   32 2007  1  3  0  0   3.6    51   1.6 
   32 2007  1  4  0  0   5.4    12   3.4 
   32 2007  1  5  0  0   5.5    40   0.0 
   32 2007  1  6  0  0   6.4    41   0.1 
   32 2007  1  7  0  0   8.3    46   1.5 
   32 2007  1  8  0  0   8.0    32   1.2 
   32 2007  1  9  0  0   9.4    27   0.1 
   32 2007  1 10  0  0   8.6    61   0.0 
   32 2007  1 11  0  0  10.5    60   0.3 
   32 2007  1 12  0  0   8.5    35   1.0 
   32 2007  1 13  0  0   4.8    80   0.0 
   32 2007  1 14  0  0   7.4    69   0.0 
   32 2007  1 15  0  0   2.5    28   0.0 
   32 2007  1 16  0  0   3.7    31   0.0 
   32 2007  1 17  0  0   8.5    46   0.0 
   32 2007  1 18  0  0  10.4    14   2.7 
   32 2007  1 19  0  0  12.0    38   0.0 
   32 2007  1 20  0  0  10.1    72   0.0 
   32 2007  1 21  0  0   7.0    65   1.1 
   32 2007  1 22  0  0   2.7    33   1.4 
   32 2007  1 23  0  0   1.1     5   1.5 
   32 2007  1 24  0  0  -4.6    51   3.1 
   32 2007  1 25  0  0  -5.1    49   0.0 
   32 2007  1 26  0  0  -5.8    80   0.0 
   32 2007  1 27  0  0  -3.4    81   0.0 
   32 2007  1 28  0  0  -2.4   103   0.0 
   32 2007  1 29  0  0  -0.6   101   0.0 
   32 2007  1 30  0  0  -0.1   100   0.0 
   32 2007  1 31  0  0  -1.1    51   0.0 
   32 2007  2  1  0  0   1.9    86   0.0 
   32 2007  2  2  0  0   2.0    42   0.0 
   32 2007  2  3  0  0   3.0    83   0.0 
   32 2007  2  4  0  0   2.1   110   0.0 
   32 2007  2  5  0  0   3.0    99   0.0 
   32 2007  2  6  0  0   4.5    15   3.6 
   32 2007  2  7  0  0   4.4    52   0.6 
   32 2007  2  8  0  0   5.0    20  11.7 
   32 2007  2  9  0  0   3.2   113   0.0 
   32 2007  2 10  0  0   3.0    29   0.1 
   32 2007  2 11  0  0   7.1    55   0.8 
   32 2007  2 12  0  0   6.6    16  13.4 
   32 2007  2 13  0  0   4.8    94   1.6 
   32 2007  2 14  0  0   2.6    25   6.0 
   32 2007  2 15  0  0   6.1   125   1.6 
   32 2007  2 16  0  0   2.3   135   0.0 
   32 2007  2 17  0  0   2.3    99   0.0 
   32 2007  2 18  0  0   5.5   132   0.0 
   32 2007  2 19  0  0   6.5   117   0.0 
   32 2007  2 20  0  0   4.3   137   0.0 
   32 2007  2 21  0  0   4.9   105   0.0 
   32 2007  2 22  0  0   6.3   137   0.0 
   32 2007  2 23  0  0   7.0   129   0.0 
   32 2007  2 24  0  0   7.1    71   8.6 
   32 2007  2 25  0  0   5.9    37  14.0 
   32 2007  2 26  0  0   4.8    40   7.4 
   32 2007  2 27  0  0   5.4    74   0.2 
   32 2007  2 28  0  0   9.4    68   4.7 
   32 2007  3  1  0  0   8.7    44  21.1 
   32 2007  3  2  0  0   8.0    85  19.5 
   32 2007  3  3  0  0   9.7   130   9.5 
   32 2007  3  4  0  0   6.4   158   0.0 
   32 2007  3  5  0  0   6.0    81   3.6 
   32 2007  3  6  0  0   5.8   115   1.6 
   32 2007  3  7  0  0   8.8    92   1.6 
   32 2007  3  8  0  0   6.5    41   0.3 
   32 2007  3  9  0  0   4.9   127   2.9 
   32 2007  3 10  0  0   4.9   174   0.0 
   32 2007  3 11  0  0   4.4   191   0.0 
   32 2007  3 12  0  0   4.7   192   0.0 
   32 2007  3 13  0  0   6.8   181   0.0 
